id,empresa,nps,npstipo,causa1,causa2,causa3,region,prod,verbatim
2000106007,Movistar,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,SUR,Mixto,POR EL INTERNET MEJORAR EL HORARIO DE LOS AVISOS PUBLICATIARIOS
2000040215,Claro,8,Neutros,La atención al cliente,Atención en servicio técnico,Atención en servicio técnico,MEDITERRANEA,Mixto,PORQUE ESTA BIEN TIENE BUENOS SERVICIOS EN GENERAL
2000105970,Movistar,8,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Prepago,NO SE TILDEN LOS TELEFONOS SE QUEDA PEGADO PARA REALIZAR LLAMADAS O CUANDO ESTOY VIENDO FACEBOOK
2000164883,Movistar,6,Detractores,La imagen de la compañía operadora de servicio celular y sus,Marca líder en 4G,#NULL!,SUR,Mixto,PORQUE SE VA LA SEÑAL LUGAR PUES CUANDO ESTOY EN LA COSTA Y MAS CUANDO ESTOY DENTRO DE MI HOGAR SE VA LA SEÑAL
2000070886,Claro,9,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,LITORAL,Prepago,LO RECOMIENDO POR QUE TIENE BUENA SEÑAL DENTRO DE MI CASA SIEMPRE ANDA BIEN EN TROVEL
2000071678,Claro,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Mixto,MAYOR COBERTURA EN TODA LA CUIDAD YA QUE HAY SECTORES DONDE ME MUEVO QUE NO TIENEN COBERTURA CENTRO DE LA CIUDAD DE DIAMANTE
2000107173,Claro,10,Promotores,La calidad y cobertura de la señal,Calidad de envío de mensajes (SMS yo Whatsapp yu otras apl,Calidad de envío de mensaje de texto (SMS),SUR,Prepago,PORQUE ME GUSTA YA QUE TENGO NUMEROS GRATIS LA SEÑAL FUNCIONA BIEN PARA LLAMADAS MENSAJES E INTERNET
2000109112,Claro,9,Promotores,La modalidad de pago de la factura y compra de producto,Recepción a tiempo de la factura,Otros,SUR,Mixto,PORQUE ANDA BIEN EL INTERNET NO PIERDE LA SEÑAL
2000104074,Movistar,10,Promotores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Postpago,PORQUE EL ALCANCE DE LA BANDA ANCHA POR LA ATENCION AL CLIENTE
2000070252,Movistar,9,Promotores,La calidad y cobertura de la señal,Calidad de envío de mensajes (SMS yo Whatsapp yu otras apl,Calidad de envío de mensaje de texto (SMS),LITORAL,Mixto,PORQUE NUNCA SE CORTA NUNCA ME QUEDO SIN LINEA
2000103560,Movistar,10,Promotores,La atención al cliente,Facilidad de compra (nuevas líneas equipos chips prepagos,Facilidad de compra (nuevas líneas equipos tarjetas de cré,SUR,Mixto,ES MAS SEGURO MAS BARATO Y CUANDO PUEDO ME QUEDE SIN EL PLAN PIDO CREDITO Y PUEDO VOLVER A LLAMAR
2000069705,Movistar,8,Neutros,Los precios y variedad de planespacks,Otros Especificar,Financiación de equipos,LITORAL,Mixto,NADA SOLO LO USA PARA COSA ESENCIALES DE COMUNICACION NO USO RRSS
2000106716,Claro,10,Promotores,La (variedad disponibilidad precio) de los equipos celular,Variedad de equipos (marcas y modelos),Oferta de accesorios,SUR,Prepago,UNA BUENA ATENCION PERSONAL EJEMPLO EN LAS OFICINAS
2000041799,Personal,10,Promotores,La modalidad de pago de la factura y compra de producto,Claridad y simplicidad de la factura,Facilidad para encontrar puntos de venta y pago,MEDITERRANEA,Mixto,LO RECOMIENDO POR QUE TIENE BUENA VELOCIDAD DE INTERNET TENGOBUENA COMUNICACION Y ENVIO DE MENSAJES
2000050283,Movistar,7,Neutros,Los precios y variedad de planespacks,Beneficios en las recargas (Multiplica crédito sms ilimitad,InternetDatos a través de celular,LITORAL,Prepago,LOS PACKS PLANES DE INTERNET NO TIENE PACK MENSUAL
2000025184,Claro,8,Neutros,Los precios y variedad de planespacks,InternetDatos a través de celular,Plan todo en uno (combina llamados mensajes de texto datos,MEDITERRANEA,Prepago,POR LAS DIFICULTADES DE INTERNET SE CONSUMIA EL CREDITO Y PEDI ADELANTADO Y ME MANDAN MENSAJES Y NO QUERIA PAGAR ADICIONAL
2000109536,Claro,5,Detractores,Los servicios adicionales (música videos juegos email re,Descarga de música,Descarga de videos,SUR,Prepago,ESTAMOS EN EL CAMPO Y LA SEÑAL ES EXCELENTE ESTOY CONFORME
2000110704,Claro,5,Detractores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,SUR,Prepago,PORQUE NO TENGO SEÑAL EN VARIOS LUGARES QUE VIAJO COMO TINAMAL
2000039563,Claro,8,Neutros,La modalidad de pago de la factura y compra de producto,Claridad y simplicidad de la factura,Facilidad para encontrar puntos de venta y pago,MEDITERRANEA,Mixto,MEJORAR EL INTERNET PORQUE ES UN POCO LENTO
2000049960,Movistar,8,Neutros,La atención al cliente,Resolución de problemas (en la atención telefónica en los l,Resolución de problemas en la atención telefónica,LITORAL,Prepago,LA VELOCIDAD DEL INTERNET QUE LLEGUEN LAS COSAS MAS RAPIDO Y QUE CONSUMA MENOS CREDITO
2000108009,Claro,8,Neutros,Los precios y variedad de planespacks,Beneficios en las recargas (Multiplica crédito sms ilimitad,InternetDatos a través de celular,SUR,Prepago,EL INTERNET Y LOS PACKS
2000023666,Claro,10,Promotores,La imagen de la compañía operadora de servicio celular y sus,La marca más conveniente,#NULL!,MEDITERRANEA,Prepago,ANDA BIEN LA SEÑAL DE LLAMADAS Y DE INTERNET
2000040970,Claro,10,Promotores,Los precios y variedad de planespacks,Precio de reseteos (renovacion de cuota),Disponibilidad de equipos,MEDITERRANEA,Prepago,PORQUE ES MEJOR QUE PERSONAL EN QUE CON CLARO ME PUEDO COMUNICAR PEREFECTAMENTE CON PERSONAL SE CAIA LA LLAMADA
2000026398,Movistar,10,Promotores,Los servicios adicionales (música videos juegos email re,Mensajerías instantánea  servicio chat (ej WhatsApp MSN …,Marca innovadora,MEDITERRANEA,Mixto,NO TENGO PROBLEMAS TENGO ILIMITADO PARA LOS WHATSAPP PUEDO HABLAR A FIJO Y A OTRAS OPERADORES GRATIS TENGO MINUTOS GRATIS ME SOBRA PARA TODO EL MES TENGO 7 GIGAS PARA USARLO
2000026308,Claro,10,Promotores,La imagen de la compañía operadora de servicio celular y sus,Marca que mi familia y amigos utilizan,#NULL!,MEDITERRANEA,Mixto,PORQUE ES MUY BUENA EMPRES Y CUMPLE
2000041131,Claro,10,Promotores,Los precios y variedad de planespacks,Plan todo en uno (combina llamados mensajes de texto datos,Precio del equipo,MEDITERRANEA,Prepago,RECOMIENDO PORQUE TIENE BUENAS PROMOCIONES Y POR QUE NUNCA TUVE PROBLEMASSIEMPRE ANDA BIEN
2000024074,Claro,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,MEDITERRANEA,Mixto,CUANDO VOY A LA OFICINA A SOLICITAR UNA AYUDA TIENEN QUE SER MAS EFICIENTE EN LA ATENCIÓN NO DAN RESPUESTA OPORTUNA
2000023479,Claro,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Mixto,TENGO EL SERVICIO SIEMPRE NO SE CORTA NO ME PARECE CARO
2810027145,Personal,6,Detractores,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,MEDITERRANEA,Postpago,HA IDO SUBIENDO EL ABONO MUY RAPIDO NO HAY SEÑAL PARA EL INTERNET Y POR ELLO NO HACEN NINGUN RECONONIMIENTO
2810064320,Personal,8,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,LITORAL,Postpago,MEJORAR LA COBERTURA EN ALGUNOS SECTORES YA QUE YO VIAJO BASTANTE Y TENGO QUE COMBINAR COMPAÑIA PARA PODER TENER COBERTURA
2810002523,Personal,8,Neutros,La modalidad de pago de la factura y compra de producto,Recepción a tiempo de la factura,Otros,AMBA,Mixto,SE QUEDA SIN SEÑAL POR EL TIEMPO
2810039927,Personal,8,Neutros,La imagen de la compañía operadora de servicio celular y sus,La marca más conveniente,#NULL!,LITORAL,Postpago,LA ZONA QUE VIVIMOS NOSOTROS TRAER EL PORQUE NO LO TENEMOS EN ESTA ZONA
2810002547,Personal,10,Promotores,La atención al cliente,Resolución de problemas (en la atención telefónica en los l,Resolución de problemas en la atención telefónica,AMBA,Postpago,NO TENGO PROBLEMAS CON EL TEMA DE LA RED PARA EL USO DE LOS DATOS NI PARA LOS MENSAJES NI LLAMADAS
2810004054,Personal,10,Promotores,La atención al cliente,Resolución de problemas (en la atención telefónica en los l,Resolución de problemas en la atención telefónica,AMBA,Postpago,PORQUE SIEMPRE HE TENIDO BUENA COBERTURA Y CUANDO HE NECESITADO ALGUN SOPORTE ME HAN RESPONDIDO RAPIDO Y SOLUCIONAN EL PROBLEMA
2810066502,Personal,7,Neutros,La modalidad de pago de la factura y compra de producto,Facilidad para encontrar puntos de venta y pago,Descarga de juegos y aplicaciones,LITORAL,Prepago,TENIENDO TARJETA SE GASTA MAS MEGAS
2810060117,Personal,8,Neutros,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,LITORAL,Postpago,4G EN EL INTERIOR DE LA PROVINCIA CUNDO VIAJO NO TENGO BUENA RECEPCION DE 4G INTERNET
2810019628,Personal,8,Neutros,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,LITORAL,Mixto,LOS PLANES DEBERIAN TENER MAS DATOS Y MENOS MINUTOS LIBRES PARA LLAMADAS QUE ES LO QUE MENOS SE UTILIZA
2810055099,Personal,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Postpago,PORQUE PROBE MOVISTAR Y PERSONAL TIENE MEJOR COBERTURA DE INTERNET
2000109720,Claro,8,Neutros,Los servicios adicionales (música videos juegos email re,Redes sociales (Facebook Twitter etc),Contratar dar de baja servicios adicionales,SUR,Mixto,UN POCO LA SEÑAL MUCHOS LUGARES QUE EL TELEFONO SE QUEDE SIN SEÑAL
2810063762,Personal,8,Neutros,La (variedad disponibilidad precio) de los equipos celular,Disponibilidad de equipos,Equipo no liberado para uso en otro operador,LITORAL,Mixto,LA CONSISTENCIA DEL INTERNET CON LOS DATOS YA QUE A VECES FALTA LA SEÑAL
2810016000,Personal,5,Detractores,La modalidad de pago de la factura y compra de producto,Facilidad de compra (pago de factura compra de crédito),Email,MEDITERRANEA,Prepago,POR EL PRECIO DE PLANES CON RESPECTO A OTRAS OPERADORAS
2810004084,Personal,8,Neutros,Los precios y variedad de planespacks,Plan todo en uno (combina llamados mensajes de texto datos,Precio del equipo,AMBA,Postpago,LA SEÑAL 4G Y EL FUNCIONAMIENTO DEL SITIO WEB TRAMITES ON LINELOS PRECIOS PACKS
2810002603,Personal,8,Neutros,La (variedad disponibilidad precio) de los equipos celular,Precio del equipo,Duración de la garantía,AMBA,Postpago,EL SERVICIO SATELITAL LA SEÑAL SE PIERDE EN MUCHOS LUGARES SALIR DE LA CASA EN EL PATIO SOLO HAY UN LUGAR DONDE TENGO SEÑAL Y DONDE VIVO NO TENGO SEÑAL DIRECTAAMENTE TENGO LUGAR DONDE HAYA COBERTURA
2000006775,Movistar,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,AMBA,Mixto,ME ANDA BIEN NO TENGO BUENA EN COMUNICACION
2000020119,Movistar,5,Detractores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,MEDITERRANEA,Mixto,AUMENTAN EL MONTO DEL SALDO O LA CUOTA SIN AVISAR NOS DAN DE CREDITO PARA HABLAR ALGO 100 PESOS NADA MAS CUANDO SE SUPONE QUE ESTOY PAGANDO ALGO DE 500 PESOS
2810036771,Personal,6,Detractores,Los precios y variedad de planespacks,Beneficios en las recargas (Multiplica crédito sms ilimitad,InternetDatos a través de celular,MEDITERRANEA,Prepago,LA PRIMERA ES QUE SON MUY INSISTENTE A LA HORA DE CUANDO QUIEREN QUE YO HAGO ABONO EL INTERNET FALLA LOS PACKS SON MUY CAROS
2810030413,Personal,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Prepago,EL INTERNET
2810055141,Personal,7,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,LITORAL,Mixto,EL TEMA DEL COSTO ES BASTANTE ELEVADO Y LA SEÑAL REALMENTE
2810050289,Personal,10,Promotores,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,MEDITERRANEA,Mixto,PORQUE NUNCA HE TENIDO INCONVENIENTES Y SIEMPRE HE TENIDO BUENA SEÑAL E INTERNET
2810066567,Personal,10,Promotores,La (variedad disponibilidad precio) de los equipos celular,Ofertas  promociones en equipos (2x1 oferta web días espe,Diferencial en el servicio (mayor vigencia de packs regalos,LITORAL,Prepago,ES MUY BUENO EN LA COMUNICACION SE COMUNICA LA ATENCION AL CLIENTE TE ATIENDEN BIEN
2810039276,Personal,9,Promotores,La atención al cliente,Facilidad de compra (nuevas líneas equipos chips prepagos,Facilidad de compra (nuevas líneas equipos tarjetas de cré,LITORAL,Postpago,EL SERVICIO TENGO SEÑAL EN TODAS PARTES CUANDO TENGO INCONVENIENTE PERSONAL ME LO RESUELVE
2810016040,Personal,9,Promotores,Los precios y variedad de planespacks,Precio de la recarga,Números gratisamigoscomunidad,MEDITERRANEA,Prepago,MUY BIEN POR LO MENOS E NO ME CORTAN LA LINEA POR FALTA DE PAGO POR LO MENOS SIEMPRE ATENCION
2810059493,Personal,10,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,LITORAL,Mixto,TIENE BUENA SEÑAL BUENA COVERTURA Y NUNCA TENGO PROBLEMAS PARA LLAMAR
2810030473,Personal,5,Detractores,Los precios y variedad de planespacks,Packs (sms + internet sms+minutos contestador nros grati,Otros,MEDITERRANEA,Prepago,PORQUE A VECES HAY SEÑAL Y A VECES NO CUANDO CAMBIA EL CLIMA
2810050368,Personal,8,Neutros,Los precios y variedad de planespacks,Beneficios en las recargas (Multiplica crédito sms ilimitad,InternetDatos a través de celular,MEDITERRANEA,Postpago,BAJAR LOS COSTOS DE LOS MINUTOS ADICIONALES LA VELOCIDAD DEL INTERNET OFRECER MAS BENEFICIOS A TRAVES DEL PERSONAL CLUB
2810036793,Personal,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Prepago,PORQUE AVECES NO SE OYO BIEN NO HAY BUENA SEÑAL DE LLAMADAS
2810027165,Personal,10,Promotores,Los precios y variedad de planespacks,Números gratisamigoscomunidad,Mensajes de texto incluidos en el plan,MEDITERRANEA,Prepago,ES BUENO EN LOS MENSAJES EN LA NAVEGACION SON CUMPLIDORES CUANDO DICEN ALGO SOLUCIONAN LOS PROBLEMAS POR MEDIO DE LA ATENCION TELEFONICA
2810030485,Personal,9,Promotores,La atención al cliente,Cordialidad en la atención (telefónica locales comerciales),Cordialidad en la atención telefónica,MEDITERRANEA,Prepago,PORQUE YO VOY BIEN TENGO HACE UN AÑO QUE LO TENGO VOY LO PAGO Y ASI VUELVE
2810039325,Personal,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Mixto,BASICAMENTE PORQUE ES LA EMPRE QUE DONDE YO VIVO TIENE SEÑAL Y PUEDE HABLAR DENTRO DE SU CASA PORQUE CON LAS OTRAS EMPRESAS TIENEN QUE SALIR DE SU CASA PARA PODER OBTENER SEÑAL
2810002673,Personal,9,Promotores,La imagen de la compañía operadora de servicio celular y sus,Marca innovadora,#NULL!,AMBA,Mixto,PORQUE MAS O MENOS ME ANDA SIEMPRE FUNCIONA BIEN TODOS LOS SERVICIOS LLAMADAS E INTERNET
2810062368,Personal,0,Detractores,La imagen de la compañía operadora de servicio celular y sus,La marca más conveniente,#NULL!,LITORAL,Prepago,SE CAE EL SISTEMA NO ME PUEDO COMUNICAR SE CAE 3 VEES AL MES
2810032882,Personal,10,Promotores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,MEDITERRANEA,Postpago,PORQUE NUNCA TUVE PROBLEMAS ME BRINDAN BUEN SERVICIO EN ATENCION AL CLIENTE
2810059502,Personal,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Postpago,POR LA SEÑAL PARA INTERNET LLAMADAS  Y MENSAJES LAS VECES QUE LLAMO SIEMPRE ME SOLUCIONAN EL PROBLEMA
2810050407,Personal,7,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,MEDITERRANEA,Mixto,LA VERDAD EL PRECIO PORQUE SON MUY COSTOSOS
2810030532,Personal,10,Promotores,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,MEDITERRANEA,Prepago,SIEMPRE ME COMUNICO BIEN CON INTERNET Y WHATSAPP CUANDO MENSAJES LE LLEGA DE UNA VEZ NO SE ME VA EL INTERNET
2810033961,Personal,8,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,MEDITERRANEA,Mixto,NO SE CONSIGUE LAS LLAMADAS LA COBERTURA Y LA CAPACIDAD DE TRANSMICION DE ANTENA
2810012111,Personal,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Postpago,A VECES LA COBERTURA DENTRO DE LA  PROVINCIA PARA NAVEGAR O TENER CONEXION
2000005731,Claro,6,Detractores,La calidad y cobertura de la señal,Otros,Otros,AMBA,Mixto,AVECES SE CUELGA EL INTERNET  EN GOOGLE MAS ADEMAS ME QUEDO SIN WHATSAPP Y ME QUEDO SIN SEÑAL EN GENERAL
2810062390,Personal,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,LITORAL,Prepago,LA COBERTURA EN ALGUNAS AREAS NO HAY SEÑAL
2810043530,Personal,9,Promotores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,LITORAL,Prepago,LO RECOMIENDO POR LOS BENEFICIOSINTERNET LLAMADOS GRATIS MENSAJES ILIMITADOSLA ATENCION AL CLIENTE ES UNA BUENA COMPAÑIA Y ES LA MEJOR QUE HAY
2810043550,Personal,9,Promotores,Los precios y variedad de planespacks,InternetDatos a través de celular,Plan todo en uno (combina llamados mensajes de texto datos,LITORAL,Prepago,PORQUE TIENE WHSSAP ILIMITADAS POR LAS LLAMDAS GRATIS DE PERSONAL A PERSONALY POR ESO LO RECOMIENDO
2810033995,Personal,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Postpago,TIENE QUE MEJORAR LA COBERTURA DE LA SEÑAL POR QUE A VECES NO ENTRA A LA LLAMADAS
2810032945,Personal,10,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,MEDITERRANEA,Postpago,NUNCA HE TENIDO PROBLEMAS NO PIERDO SEÑAL NO TENGO PROBLEMAS CON LA FACTURCION Y SIEMPRE ME SOLUCIONAN EL PROBLEMA
2000029101,Personal,7,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,LITORAL,Mixto,TENDRIA QUE MEJORAR LA CALIDAD DE LA LINEAMEJOR LA SEÑAL Y MEJORAR LOS MEGASTE CORTAN LA LINEA SIN PREVIO AVISO
2810055260,Personal,7,Neutros,La atención al cliente,Variedad de puntos de contacto y atención al cliente,Variedad de puntos de contacto y atención al cliente,LITORAL,Mixto,TIENE QUE MEJORAR LA INTENSIDAD DE LA SEÑAL A NIVEL GENERAL
2810053008,Personal,8,Neutros,La calidad y cobertura de la señal,Velocidad de conexión a internet desde el celular,Velocidad de conexión a internet desde el celular,MEDITERRANEA,Prepago,PORQUE HAY CIERTO LUGARES QUE ME QUEDO SIN SEÑAL LUGARES PUNTUALES
2810051122,Personal,7,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,MEDITERRANEA,Postpago,DEBERIA MEJORAR LA SEÑAL EN EL INTERIOR PARA HACER LLAMADAS Y MENSAJES YA QUE YO VIAJO MUCHO Y A LAS ZONAS DONDE VOY NO HAY SEÑAL PARA 4G
2810051130,Personal,5,Detractores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,MEDITERRANEA,Postpago,PORQUE AVECES LA LINEA ANDA MAL SALE ENTRECORTADA LAS LLAMADAS NO TIEN LOS 4G QUE ME BRINDAN Y PORQUE EN TODO EL PAIS NO HAY COBERTURA COMO EL SUR
2810050476,Personal,8,Neutros,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,MEDITERRANEA,Postpago,VIAJO MUCHO AL INTERIOR Y HAY MUCHOS LUGARES DONDE NO TENGO SEÑAL E INTERNET
2810026179,Personal,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Postpago,PORQUE ES UNA LINEAQUE VALE LA PENA NUNCA SE VA LA CONEXION PUEDO LLAMAR A CUALQUIER CELULAR Y NO TENGO PROBLEMA
2810026181,Personal,0,Detractores,La imagen de la compañía operadora de servicio celular y sus,Otros Especificar,#NULL!,MEDITERRANEA,Mixto,PORQUE NO LE RECOMIENDO NINGUNA LINEA A NADIE YO LO UNICO QUE NECESITO ES COMUNICACION Y NECESITO ES QUE ME DEN COBERTURA Y BUENA COMUNICACION Y ES CARO SE OLVIDAN DEL CLIENTE CUANDO UNO YA ES CLIENTE Y HAY UN SERVICIO POSTVENTA QUE NO SIRVE CON DECIR QUE TENGO ARNET Y ES LA MISMA EMPRESA DE PERSONA Y ES EL MISMO MONOPOLIO Y LO QUE TENGO DE INTERNET SE CORTA SIEMOPRE ES UNA PORQUERIA EL INTERNET}
2810019730,Personal,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,LITORAL,Postpago,NO TENGO MUCHA SEÑAL  SE ESCUCHA CON INTERFERENCIA PARA HABLARA DEBO SALIR AFUERA
2810012187,Personal,10,Promotores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Mixto,PORQUE NUNCA TUBE PROBLEMAS SIEMPRE RESPETAN ABONO FIJO NUNCA PROBLEMAS CON LA SEÑAL
2810053051,Personal,10,Promotores,Los precios y variedad de planespacks,Beneficios en las recargas (Multiplica crédito sms ilimitad,InternetDatos a través de celular,MEDITERRANEA,Prepago,PORQUE PERSONAL ME DA MAS BENEFICIOS TENGO EL BONUS TENGO WHATSAPP ILIMITADO
2810053052,Personal,9,Promotores,La calidad y cobertura de la señal,Estabilidad de conexión a internet desde el celular,Estabilidad de conexión a internet desde el celular,MEDITERRANEA,Prepago,ES UNA BUENA EMPRESA  ADEMAS HACE MUCHO TIEMPO TUVE OTRA LINEA POR MAS DE 20 AÑOS  TIENE BUEN ALCANCE BUENA COMUNICACION EN GENERAL
2810064486,Personal,5,Detractores,La imagen de la compañía operadora de servicio celular y sus,Confiabilidad de la marca,#NULL!,LITORAL,Postpago,PORQUE APARTIR DE AHORA ENTRO CLARIN A SER EL DUEÑO DE PERSONAL Y NO SE COMO VA ESTAR EL SERVICIO PORQUE AQUI EN LA CIUDAD NO ES MUY CONFIABLE HACE UNOS DIAS SE FUE LA SEÑAL  PERO ANTES ESTUVE MUY BIEN CON PERSONAL
2810066835,Personal,7,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,LITORAL,Prepago,TENGO COBERTURA EN RESISTENCIAPERO AL   INTERIOR NO HAY COBERTURA Y SEÑAL
2810053073,Personal,8,Neutros,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,MEDITERRANEA,Prepago,TIENE QUE MEJORAR LAS LLAMADAS POR QUE SE CORTAN Y EL INTERNET YA QUE ES LENTO
2810040167,Personal,5,Detractores,La calidad y cobertura de la señal,Calidad de llamadas,Calidad de llamadas,LITORAL,Mixto,PORQUE AVECES NO ME PUEDO COMUNICAR NO TIENE LA COBERTURA TOTAL AVECES REINTENTO LLAMAR Y NO AGARRA
2810036880,Personal,7,Neutros,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,MEDITERRANEA,Prepago,ALGUNAS SE CAE LA LINEA CUANDO ESTOY EN LUGARES PESADO NO BUENA SEÑAL
2810016200,Personal,8,Neutros,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,MEDITERRANEA,Prepago,MEJORAR EL INTERNET Y SEÑAL DEL CELULAR ASI TAMBIEN COMO LOS DATOS MOVILES
2810016202,Personal,6,Detractores,Los precios y variedad de planespacks,InternetDatos a través de celular,Plan todo en uno (combina llamados mensajes de texto datos,MEDITERRANEA,Prepago,PROBLEMA DE RED SE CAE MUCHA LA SEÑAL
2810023963,Personal,10,Promotores,Los precios y variedad de planespacks,Packs (sms + internet sms+minutos contestador nros grati,Otros,LITORAL,Prepago,PORQUE FUNCIONA BIEN LA LINEAY EL WHATSAPP QUE NO TENGO PROBLEMAS Y MENOS PROBLEMATICOCOMO OTRAS LINEAS
2810040235,Personal,6,Detractores,La modalidad de pago de la factura y compra de producto,Claridad y simplicidad de la factura,Facilidad para encontrar puntos de venta y pago,LITORAL,Mixto,AVECES ME COBRA POR SERVICIO QUE NO HE USADO COMO SI HUBIERA COMPRADO O BAJADO APLICACIONES ME ENTERO SOLO CUANDO LLEGA LA FACTURA NO ES POSIBLE QUE PORQUE TE PASES POR UN DIA DE PAGAR SE RECARGE 100 PESOS
2810004320,Personal,8,Neutros,Los precios y variedad de planespacks,InternetDatos a través de celular,Plan todo en uno (combina llamados mensajes de texto datos,AMBA,Postpago,LA COBERTURA PORQUE CUANDO VIAJO PIERDO COBERTURA ME SUCEDIO CUANDO ESTUVE EN CORDOBA (TANTI) NO TUVE DATOS (INTERNET)
2810019796,Personal,8,Neutros,La atención al cliente,Tiempo de espera en la atención (telefónica locales comerci,Tiempo de espera en la atención telefónica,LITORAL,Mixto,VEO QUE AVECESQUE LOS COSTOS SON MUY ALTOS EN COMPARACION A OTRAS EMPRESA
2810055999,Personal,5,Detractores,La calidad y cobertura de la señal,Cobertura de la señal (para Solo voz yo sms),Cobertura de la señal,LITORAL,Postpago,LA SEÑAL SE CORTA NO TENEMOS SEÑAL Y SE CORTAN LAS COMUNICACIONES EN LA ZONA RURAL NO HAY EN LA CIUDAD SI TENIAMOS UN TELEFONO FIJO ACA A MI NOMBRE Y TUVIMOS QUE CORTARLO PORQUE NO PODIAMOS HABLAR POR LO MISMO DE LA SEÑAL NO RECIBIA NI PODIA HACER LLAMARDAS HICIMOS 8 RECLAMOS PASARON 6 A 8 MESES Y SE SUMARON MONTOS DE PAGO DEL TELEFONO Y DECIDI CORTARLOEL RECLAMO LO HICE VIA TELEFONICA
2810004327,Personal,7,Neutros,Los precios y variedad de planespacks,Precio del plan,Precio del planBeneficios en las recargas (Doble crédito m,AMBA,Mixto,EL TEMA DE INTERNET LA VELOCIDAD Y LA RELACION SERVICIOPRECIO
